product_id,price,review_score,review_count,sales_month_1,sales_month_2,sales_month_3,sales_month_4,sales_month_5,sales_month_6,sales_month_7,sales_month_8,sales_month_9,sales_month_10,sales_month_11,sales_month_12,mean_sales,variance_sales,price_to_category_mean,quantity_total_sold,log_price,log_total_sales,peak_month,price_review_interaction,cat_Books,cat_Clothing,cat_Electronics,cat_Health,cat_Home & Kitchen,cat_Sports,cat_Toys,price_range_Low,price_range_Medium,price_range_High
545,310.97,4.9,573,445,322,277,969,128,274,275,955,961,522,380,499,500.5833333333333,88991.90151515152,1.22324977265768,6007,5.742907029340251,14.440377714686713,4,1523.7530000000002,False,False,False,False,False,True,False,False,False,True
351,254.05,4.5,143,739,425,104,942,215,50,122,821,521,430,438,786,466.0833333333333,92886.62878787878,1.1043645797269752,5593,5.541459604368936,14.16680289663956,4,1143.2250000000001,False,True,False,False,False,False,False,False,True,False
905,213.61,4.0,520,850,967,941,833,965,785,977,332,399,627,696,411,731.9166666666666,56945.90151515151,0.8402687845689522,8783,5.368822427433391,14.44472576939678,7,854.44,False,False,False,False,False,True,False,False,True,False
537,425.58,1.7,584,579,556,673,913,80,372,891,427,84,769,758,169,522.5833333333334,88753.71969696971,1.8500117214729621,6271,6.055799922612876,14.79714442968353,4,723.486,False,True,False,False,False,False,False,False,False,True
345,202.26,4.0,579,181,546,57,866,529,990,946,104,741,157,307,971,532.9166666666666,132052.0833333333,0.8045832358215246,6395,5.3144859477096205,14.07282648561119,6,809.04,True,False,False,False,False,False,False,False,True,False
995,183.68,4.0,943,879,918,883,260,477,163,983,11,134,740,428,850,560.5,125861.72727272728,0.722534386731076,6726,5.218624597638788,14.02693181486476,7,734.72,False,False,False,False,False,True,False,False,True,False
482,349.4,1.5,929,752,821,551,282,568,824,621,629,877,739,645,718,668.9166666666666,25723.356060606064,1.4578118551597048,8027,5.859075359062237,14.846783892384257,9,524.0999999999999,False,False,True,False,False,False,False,False,False,True
576,475.01,1.4,555,361,316,773,420,566,428,527,298,284,765,194,653,465.4166666666667,36795.719696969696,1.8685271071490002,5585,6.165438862414108,14.791175944889448,3,665.0139999999999,False,False,False,False,False,True,False,False,False,True
34,474.7,1.5,70,578,321,95,617,198,442,501,735,599,221,236,890,452.75,58934.568181818184,1.8882035517236384,5433,6.164787403438236,14.762930159849128,12,712.05,False,False,False,False,False,False,True,False,False,True
32,89.41,3.4,987,541,201,987,710,72,983,75,796,21,441,605,453,490.4166666666667,118374.44696969698,0.38866851829714166,5885,4.504354880749275,13.17339645293789,3,303.99399999999997,False,True,False,False,False,False,False,True,False,False
232,253.81,1.9,649,724,389,237,836,717,283,778,604,238,624,570,484,540.3333333333334,45135.878787878784,1.0095743489845728,6484,5.540518169395703,14.313679446105368,4,482.239,False,False,False,False,False,False,True,False,True,False
964,197.7,2.5,949,783,809,586,47,446,153,707,352,955,337,817,59,504.25,100418.20454545454,0.7864437146342105,6051,5.291796149557771,13.994730392721356,9,494.25,True,False,False,False,False,False,False,False,True,False
193,450.71,2.4,559,156,295,931,609,122,25,762,976,252,210,961,58,446.4166666666667,140069.7196969697,1.6998777907475875,5357,6.113040381003062,14.696983927211749,8,1081.704,False,False,False,True,False,False,False,False,False,True
334,62.46,5.0,935,848,361,549,426,341,58,755,212,559,800,532,177,468.1666666666667,63962.696969696975,0.2355713581018711,5618,4.150409786155049,12.768260209327549,1,312.3,False,False,False,True,False,False,False,True,False,False
4,301.34,3.9,951,725,678,59,15,937,421,670,933,56,157,168,203,418.5,123556.81818181819,1.1986333648123049,5022,5.711552211920561,14.229823395885088,5,1175.2259999999999,False,False,False,False,False,False,True,False,False,True
205,305.18,3.0,775,611,303,685,864,208,460,215,869,533,549,879,764,578.3333333333334,60481.33333333334,1.2728048016746738,6940,5.724173164303935,14.565959292119185,11,915.54,False,False,False,False,True,False,False,False,False,True
515,27.38,1.8,505,2,434,107,803,888,276,715,92,789,71,394,237,400.6666666666667,103780.78787878789,0.10326519027904628,4808,3.3456846717318967,11.787856892346307,5,49.284,False,False,False,True,False,False,False,True,False,False
800,461.64,1.0,837,111,18,605,252,198,240,955,536,482,832,851,397,456.4166666666667,94987.53787878789,1.7411008926376523,5477,6.136949213849963,14.74309854684253,7,461.64,False,False,False,True,False,False,False,False,False,True
307,260.57,3.9,338,487,68,492,857,129,587,463,57,901,804,502,498,487.0833333333333,82577.90151515152,1.0364634494894216,5845,5.566701934107833,14.23621406959892,9,1016.223,False,False,False,False,False,False,True,False,True,False
110,43.11,1.6,98,629,78,829,635,690,278,591,647,993,991,521,416,608.1666666666666,71608.33333333333,0.17986911584411813,7298,3.786686514116848,12.659113784220395,9,68.976,False,False,True,False,False,False,False,True,False,False
431,75.78,2.8,465,392,924,182,243,983,230,811,347,386,813,381,583,522.9166666666666,82785.90151515152,0.30145020078391743,6275,4.340944189572651,13.072165272551409,5,212.184,True,False,False,False,False,False,False,True,False,False
78,41.65,3.7,490,82,595,678,719,978,757,173,989,777,364,890,442,620.3333333333334,89173.15151515152,0.17370836879792306,7444,3.753027273937688,12.644468211733015,8,154.105,False,False,False,False,True,False,False,True,False,False
85,158.94,4.8,573,374,917,217,282,317,541,198,612,414,411,68,914,438.75,71328.56818181818,0.6322577845420406,5265,5.0747987449037435,13.6373643920808,2,762.9119999999999,True,False,False,False,False,False,False,False,True,False
287,235.47,1.4,226,981,753,882,101,567,308,594,875,392,336,528,867,598.6666666666666,77138.24242424242,0.926258558599556,7184,5.465821349991567,14.341195717939236,1,329.65799999999996,False,False,False,False,False,True,False,False,True,False
83,168.79,2.7,664,935,308,39,753,893,583,608,414,770,82,510,281,514.6666666666666,88738.24242424243,0.6714407414927082,6176,5.13456237932792,13.857082389686335,1,455.733,True,False,False,False,False,False,False,False,True,False
992,348.87,1.6,443,32,295,287,819,660,45,287,559,275,143,958,618,414.8333333333333,91306.8787878788,1.4550213354749442,4978,5.857561656915354,14.367483418713455,11,558.192,False,False,False,False,True,False,False,False,False,True
790,473.91,3.1,628,168,708,236,438,911,460,961,877,794,247,415,930,595.4166666666666,89592.44696969698,1.7873778789314398,7145,6.163125312398025,15.035185815939183,7,1469.121,False,False,False,True,False,False,False,False,False,True
895,335.7,3.2,850,962,972,70,497,386,583,991,126,605,10,552,310,505.3333333333333,119233.33333333334,1.4006509438383312,6064,5.819192326167029,14.526343322543262,7,1074.24,False,False,True,False,False,False,False,False,False,True
399,376.68,3.5,614,622,931,281,312,834,974,944,86,991,246,678,580,623.25,104555.29545454546,1.4984199212362894,7479,5.934047276238031,14.851250747797136,9,1318.38,True,False,False,False,False,False,False,False,False,True
324,143.57,1.9,724,814,748,850,990,164,757,335,334,348,713,430,68,545.9166666666666,90102.08333333333,0.5990213166722347,6551,4.973763819320351,13.754196773104532,4,272.78299999999996,False,False,True,False,False,False,False,False,True,False
520,79.46,4.7,455,427,647,890,454,692,152,353,639,425,824,482,18,500.25,65754.56818181818,0.3125685015769343,6003,4.387760166521642,13.075270470079277,3,373.462,False,False,False,False,False,True,False,True,False,False
917,150.76,4.5,267,899,639,280,883,892,634,977,438,850,859,818,192,696.75,69040.56818181818,0.5997180294297095,8361,5.022300325626759,14.04702327788191,7,678.42,True,False,False,False,False,False,False,False,True,False
923,447.8,3.5,661,888,829,223,0,777,15,432,820,354,96,335,494,438.5833333333333,106456.44696969698,1.867625631397598,5263,6.106577354208486,14.672803613827634,1,1567.3,False,False,False,False,True,False,False,False,False,True
6,82.22,3.6,270,834,288,38,422,329,245,614,979,851,630,738,485,537.75,81145.47727272728,0.32704465140660954,6453,4.421487703554795,13.181700884184654,8,295.992,False,False,False,False,False,False,True,True,False,False
732,408.21,3.5,998,896,263,5,813,246,417,214,393,63,620,469,949,445.6666666666667,99375.87878787877,1.5395866809280305,5348,6.0142284717065335,14.596260144155341,12,1428.735,False,False,False,True,False,False,False,False,False,True
466,190.56,1.2,670,490,752,874,512,401,483,674,301,165,405,367,481,492.0833333333333,38376.26515151515,0.8283712431126643,5905,5.2552010754744085,13.933522722924089,3,228.672,False,True,False,False,False,False,False,False,True,False
98,216.63,1.7,198,926,99,326,200,944,942,301,213,56,243,206,792,437.3333333333333,124071.15151515152,0.9034920512051399,5248,5.382796373125975,13.943794039359505,5,368.27099999999996,False,False,False,False,True,False,False,False,True,False
267,350.02,2.6,701,226,138,97,7,348,594,643,934,588,733,169,210,390.5833333333333,87668.44696969698,1.392266709867933,4687,5.860843201899544,14.310538903184533,8,910.052,False,False,False,False,False,False,True,False,False,True
358,294.96,2.7,302,118,413,251,920,58,473,390,221,64,600,23,378,325.75,68734.56818181818,1.1732557817914564,3909,5.69022431005735,13.957877487022179,4,796.392,False,False,False,False,False,False,True,False,True,False
869,431.58,1.5,497,637,942,140,645,17,440,507,965,10,959,515,899,556.3333333333334,126367.87878787878,1.7166860940654893,6676,6.069767280365156,14.87372752496321,8,647.37,False,False,False,False,False,False,True,False,False,True
799,349.84,1.3,434,536,382,313,691,333,743,219,310,270,11,868,316,416.0,60481.63636363637,1.5207671898117887,4992,5.860330279083181,14.37306838975985,11,454.792,False,True,False,False,False,False,False,False,False,True
381,63.49,1.7,550,500,645,366,259,972,310,573,479,132,843,224,71,447.8333333333333,76577.24242424243,0.27599333661431075,5374,4.166510173022286,12.740213133226572,5,107.933,False,True,False,False,False,False,False,True,False,False
632,448.13,2.4,988,545,519,611,924,719,102,185,926,939,185,239,134,502.3333333333333,106864.24242424243,1.869745926310013,6028,6.107312378129855,14.809254298827415,9,1075.512,False,False,True,False,False,False,False,False,False,True
382,349.88,2.6,142,664,619,911,74,112,468,696,154,591,443,216,520,455.6666666666667,70014.06060606061,1.3763084235053835,5468,5.860444284669578,14.46425895909521,3,909.688,False,False,False,False,False,True,False,False,False,True
491,230.55,2.0,480,672,335,191,354,476,823,382,384,845,62,456,919,491.5833333333333,72127.90151515152,1.002209225963606,5899,5.444795832926761,14.123006617941824,12,461.1,False,True,False,False,False,False,False,False,True,False
119,446.82,2.1,936,436,867,187,284,702,903,424,713,64,855,130,798,530.25,97146.56818181819,1.7774343984464236,6363,6.104391365963193,14.860411423910149,6,938.322,True,False,False,False,False,False,False,False,False,True
901,107.9,3.2,787,127,803,194,901,8,625,207,91,256,699,777,14,391.8333333333333,115259.60606060606,0.42444174830293496,4702,4.690430029938915,13.136950072404398,4,345.28000000000003,False,False,False,False,False,True,False,False,True,False
251,150.75,4.2,571,651,122,478,527,487,544,314,992,380,950,883,272,550.0,75566.90909090909,0.599678249777983,6600,5.022234429939608,13.810448768696938,8,633.15,True,False,False,False,False,False,False,False,True,False
524,421.85,1.4,406,160,750,444,441,161,54,99,573,46,194,930,776,385.6666666666667,97149.69696969698,1.5910306982912956,4628,6.047017506228231,14.484530401135713,11,590.59,False,False,False,True,False,False,False,False,False,True
10,355.5,3.0,400,319,390,636,87,7,555,485,566,632,462,561,179,406.5833333333333,45953.7196969697,1.5453714154416045,4879,5.8763342398543505,14.366221385599143,3,1066.5,False,True,False,False,False,False,False,False,False,True
197,364.35,4.9,104,576,962,972,371,928,220,748,343,848,742,946,762,701.5,69671.18181818182,1.4492668297251057,8418,5.9008557982372265,14.93624281948782,3,1785.3150000000003,False,False,False,False,False,False,True,False,False,True
604,48.91,2.4,41,254,264,985,143,902,208,793,666,464,299,640,717,527.9166666666666,85290.26515151517,0.20398742660039418,6335,3.9102213834815176,12.643830194723021,3,117.38399999999999,False,False,False,False,True,False,False,True,False,False
82,313.53,1.4,593,65,413,392,467,466,87,775,526,270,435,727,785,450.6666666666667,56204.24242424243,1.3629263006565577,5408,5.751079461098359,14.343530256769235,12,438.94199999999995,False,True,False,False,False,False,False,False,False,True
784,176.12,3.5,806,987,767,255,662,441,802,392,688,48,199,491,148,490.0,86737.27272727274,0.7005485770582836,5880,5.176827468960327,13.85047858741698,1,616.4200000000001,False,False,False,False,False,False,True,False,True,False
588,68.8,2.6,363,595,428,752,880,78,306,688,678,185,934,234,4,480.1666666666667,100408.51515151517,0.2736642181558591,5762,4.2456340097683265,12.89024618312202,10,178.88,False,False,False,False,False,False,True,True,False,False
798,284.74,1.3,877,868,540,493,890,89,419,114,535,348,41,161,603,425.0833333333333,82440.08333333334,1.0739127202357792,5101,5.655082306437012,14.188769049596004,4,370.16200000000003,False,False,False,True,False,False,False,False,True,False
240,92.67,1.7,109,522,693,623,939,803,614,482,279,486,614,484,507,587.1666666666666,29261.242424242428,0.36453212989094513,7046,4.539777967221039,13.38926168600283,4,157.539,False,False,False,False,False,True,False,True,False,False
291,20.1,2.6,476,854,37,862,652,596,509,306,915,994,729,566,183,600.25,90337.47727272728,0.07906653513335489,7203,3.0492730404820207,11.882979606947586,9,52.260000000000005,False,False,False,False,False,True,False,True,False,False
212,347.49,2.8,875,197,163,780,109,371,67,448,757,564,784,586,58,407.0,81206.0,1.3105778294399486,4884,5.853609535384296,14.344456312068965,10,972.972,False,False,False,True,False,False,False,False,False,True
718,482.69,3.8,408,367,216,92,440,337,808,827,117,254,471,467,256,387.6666666666667,55819.69696969697,1.8204921364423976,4652,6.181444205643758,14.624427584629276,7,1834.222,False,False,False,True,False,False,False,False,False,True
360,289.86,3.4,996,783,894,749,665,160,696,758,712,899,792,424,665,683.0833333333334,42300.628787878784,1.1529696260851356,8197,5.672842051749564,14.680921981325847,9,985.524,False,False,False,False,False,False,True,False,True,False
450,46.33,3.7,776,440,639,293,741,573,724,473,988,715,670,390,180,568.8333333333334,50090.69696969695,0.20139819318539953,6826,3.8571443439181565,12.664286990959743,8,171.421,False,True,False,False,False,False,False,True,False,False
228,199.58,2.1,366,950,489,12,606,662,836,911,469,645,220,837,708,612.0833333333334,78775.35606060608,0.7850795563141776,7345,5.301213169660063,14.197990929231658,1,419.11800000000005,False,False,False,False,False,True,False,False,True,False
951,302.26,1.4,417,513,606,238,871,849,518,927,45,193,849,344,957,575.8333333333334,100854.1515151515,1.1399903730366883,6910,5.714590523372793,14.55201296968939,12,423.164,False,False,False,True,False,False,False,False,False,True
947,72.76,2.8,762,94,630,914,480,84,492,487,55,671,442,985,640,497.8333333333333,92019.96969696971,0.30357867939731004,5974,4.300816579248338,12.9823406530285,11,203.728,False,False,True,False,False,False,False,True,False,False
797,466.4,3.9,625,701,572,489,539,665,784,676,627,375,499,941,430,608.1666666666666,25165.424242424244,1.9452000770072346,7298,6.147185422104758,15.040399545823032,11,1818.9599999999998,False,False,False,False,True,False,False,False,False,True
502,270.37,2.9,559,452,658,860,985,890,788,396,869,837,165,705,651,688.0,58236.909090909096,1.075522443731166,8256,5.603483203339636,14.61848732698305,4,784.073,True,False,False,False,False,False,False,False,True,False
465,481.28,5.0,432,970,192,624,259,111,146,299,238,146,485,233,899,383.5,88006.09090909091,2.0921416450737986,4602,6.17852485824911,14.61069594341436,1,2406.3999999999996,False,True,False,False,False,False,False,False,False,True
363,231.84,3.5,551,103,284,795,651,104,910,388,348,915,489,174,145,442.1666666666667,94469.60606060606,0.9221847723438137,5306,5.450351522403535,14.022641826183321,9,811.44,False,False,False,False,False,False,True,False,True,False
469,115.68,4.5,779,686,170,302,177,272,652,392,968,628,879,231,936,524.4166666666666,91648.44696969698,0.455045611155547,6293,4.759435144999521,13.498022315611426,8,520.5600000000001,False,False,False,False,False,True,False,False,True,False
936,139.79,4.2,529,831,255,829,914,957,374,786,660,323,207,988,398,626.8333333333334,86729.9696969697,0.5272257468629612,7522,4.947269418474436,13.865729586534872,11,587.1179999999999,False,False,False,True,False,False,False,False,True,False
429,178.7,3.6,676,601,174,86,575,127,296,804,420,889,218,319,645,429.5,72549.72727272728,0.7455952447539761,5154,5.191288793789513,13.733237899130092,9,643.3199999999999,False,False,True,False,False,False,False,False,True,False
8,433.76,4.4,906,905,83,48,926,94,555,280,102,202,753,376,445,397.4166666666667,103935.71969696968,1.8097895543619735,4769,6.074794154694986,14.542383787466864,4,1908.544,False,False,True,False,False,False,False,False,False,True
156,124.82,4.0,447,470,408,610,163,565,150,813,632,537,793,480,33,471.1666666666667,61171.06060606061,0.5207901424185299,5654,4.834852314141884,13.466992654726347,7,499.28,False,False,True,False,False,False,False,False,True,False
542,305.06,1.4,665,831,634,587,760,799,848,878,92,826,800,546,13,634.5,85547.0,1.2135180555706235,7614,5.72378116116289,14.658252846042593,7,427.084,True,False,False,False,False,False,False,False,False,True
441,46.99,4.9,821,539,238,984,721,430,404,31,877,277,340,951,585,531.4166666666666,91234.44696969698,0.1772253941275524,6377,3.8709926558701544,12.610391196592946,3,230.25100000000003,False,False,False,True,False,False,False,True,False,False
483,230.0,3.2,201,881,667,241,543,939,896,580,163,114,146,731,465,530.5,93565.54545454546,0.8674577707881901,6366,5.442417710521793,14.196806599741137,5,736.0,False,False,False,True,False,False,False,False,True,False
423,50.15,1.2,943,78,957,350,946,843,705,707,674,129,538,174,729,569.1666666666666,98321.96969696971,0.1891435095870771,6830,3.9347624923976356,12.744101386467708,2,60.17999999999999,False,False,False,True,False,False,False,True,False,False
779,361.42,2.0,475,383,991,124,704,536,323,301,691,494,565,961,968,586.75,81088.02272727274,1.5711058705173129,7041,5.8928037602840115,14.749546594453715,2,722.84,False,True,False,False,False,False,False,False,False,True
950,300.72,2.7,587,150,206,115,747,131,127,928,148,780,688,397,146,380.25,98012.38636363637,1.2547028651506196,4563,5.70949943498543,14.131915908947576,7,811.9440000000001,False,False,True,False,False,False,False,False,False,True
335,27.77,4.9,454,867,313,118,274,831,968,175,634,596,37,768,808,532.4166666666666,108771.53787878789,0.10473609693386103,6389,3.3593331775634567,12.086294978167935,6,136.073,False,False,False,True,False,False,False,True,False,False
577,77.8,1.1,404,7,503,162,185,889,387,790,856,273,964,526,763,525.4166666666666,105488.26515151514,0.30946331646113134,6305,4.366912996863833,13.103241718196742,10,85.58,False,False,False,False,False,False,True,True,False,False
935,89.98,3.7,582,239,87,426,220,962,836,157,499,320,7,343,917,417.75,105396.56818181819,0.37542618983191256,5013,4.510639702141858,13.019379457626156,5,332.92600000000004,False,False,True,False,False,False,False,True,False,False
568,221.55,1.4,653,810,61,601,949,620,372,699,740,912,840,726,767,674.75,60896.93181818182,0.9240117432696245,8097,5.4051517954618635,14.39989775677913,4,310.17,False,False,False,False,True,False,False,False,True,False
595,448.91,3.9,817,136,354,981,382,680,722,672,51,18,532,350,949,485.5833333333333,106083.71969696971,1.785748345657276,5827,6.109047562761698,14.77708037165152,3,1750.749,True,False,False,False,False,False,False,False,False,True
531,407.39,2.2,984,862,824,614,43,607,183,698,332,667,565,879,919,599.4166666666666,79085.71969696971,1.7709391306237843,7193,6.012222600192492,14.890634908713347,12,896.258,False,True,False,False,False,False,False,False,False,True
582,490.12,2.6,341,605,135,444,377,630,203,71,838,944,770,95,634,478.8333333333333,92049.9696969697,1.9496802904224546,5746,6.196688497119241,14.850909853705113,9,1274.3120000000001,True,False,False,False,False,False,False,False,False,True
708,405.89,1.9,975,790,607,172,529,100,449,405,33,957,670,462,163,444.75,82710.93181818182,1.6146162839295888,5337,6.008542878642733,14.588501624895649,9,771.1909999999999,True,False,False,False,False,False,False,False,False,True
449,191.25,4.8,988,361,294,883,305,610,29,642,112,911,472,657,552,485.6666666666667,76882.96969696971,0.7979579773877892,5828,5.258796608385754,13.92401153720016,9,918.0,False,False,True,False,False,False,False,False,True,False
454,453.65,3.3,622,506,70,877,512,458,68,904,852,431,291,989,856,567.8333333333334,105618.15151515152,1.8046039005756682,6814,6.119527892171922,14.944060897338487,11,1497.0449999999998,True,False,False,False,False,False,False,False,False,True
229,446.56,4.9,758,905,720,607,789,849,949,270,745,722,72,756,898,690.1666666666666,69651.78787878789,1.8631953693191694,8282,6.10381060693952,15.123413804279958,6,2188.1440000000002,False,False,True,False,False,False,False,False,False,True
353,331.05,2.8,533,187,464,246,262,259,609,593,618,678,576,363,414,439.0833333333333,30186.810606060608,1.3807000117779697,5269,5.805285559986722,14.37186586487505,9,926.9399999999999,False,False,False,False,True,False,False,False,False,True
729,104.81,4.3,375,270,229,740,731,782,313,754,157,270,411,94,306,421.4166666666667,65740.81060606061,0.3952967345926531,5057,4.66164503291607,13.180679774966702,5,450.683,False,False,False,True,False,False,False,False,True,False
213,327.72,1.7,40,623,442,934,949,686,615,535,23,978,243,720,68,568.0,105372.18181818182,1.2891385519354759,6816,5.795206324575155,14.619188101462438,9,557.124,False,False,False,False,False,True,False,False,False,True
80,62.36,4.8,598,357,366,848,533,826,621,906,402,385,352,6,579,515.0833333333334,67148.26515151514,0.2601864547445884,6181,4.14883274750617,12.862161988234815,7,299.328,False,False,True,False,False,False,False,True,False,False
149,30.48,4.4,923,846,53,246,956,165,996,553,140,310,990,936,345,544.6666666666666,140818.78787878787,0.12124837846257329,6536,3.4493524235492026,12.202156386990568,6,134.11200000000002,True,False,False,False,False,False,False,True,False,False
303,272.61,1.2,546,325,595,341,210,272,206,691,365,235,725,559,18,378.5,47424.09090909091,1.1374186887094653,4542,5.611703734788073,14.029165732668023,10,327.132,False,False,True,False,False,False,False,False,True,False
629,23.16,1.4,301,759,266,418,889,959,826,758,616,869,290,463,448,630.0833333333334,59830.26515151515,0.100677361411048,7561,3.184698373066614,12.073191098852885,5,32.424,False,True,False,False,False,False,False,True,False,False
778,362.52,2.8,479,514,432,82,232,560,258,247,913,721,38,199,7,350.25,79540.38636363637,1.442091934391472,4203,5.895834316092732,14.236634136500903,8,1015.0559999999999,True,False,False,False,False,False,False,False,False,True
507,455.91,3.3,820,445,898,513,541,847,604,407,79,413,458,367,21,466.0833333333333,65732.08333333333,1.7933942304799915,5593,6.124486434956988,14.751566908606664,2,1504.503,False,False,False,False,False,True,False,False,False,True
343,90.73,4.5,640,16,5,298,219,877,246,953,770,818,382,514,558,471.3333333333333,108413.33333333334,0.36089468769303923,5656,4.518849479521564,13.148362219432281,7,408.285,False,False,False,False,False,False,True,True,False,False
